1	865,793,896,1643,1252,745,1449,1585,958,915
3	1401,1093,320,914,1368,361,906,1160,344,980
6	1643,998,1380,1368,1463,1512,1449,1126,361,1114
12	960,1664,793,1169,791,341,745,296,904,1121
13	1266,1192,1367,745,1019,1607,1311,1463,1643,1142
16	1015,1451,1428,1205,1169,592,641,1199,115,612
20	975,1159,1192,697,601,867,1266,360,263,974
22	793,1160,1252,1159,896,958,108,798,915,1514
26	1643,1260,1449,1463,320,867,1024,1642,1159,1194
27	1286,1512,1368,1131,1434,1176,867,1257,262,1024
28	1245,865,253,361,1084,1240,1268,1643,1631,695
31	1085,1456,1116,1245,848,791,641,81,1204,361
34	1094,621,1288,1192,987,1266,775,1297,1426,909
40	1164,791,75,394,1142,865,1283,960,1483,1245
44	865,1643,361,1585,1631,1298,896,320,1449,1368
47	1512,854,1176,1368,308,6,1286,1121,344,57
52	793,884,557,904,745,958,592,1160,1167,1449
53	1426,745,592,958,899,1159,621,1220,1163,903
54	1205,899,854,853,753,592,1404,6,1169,57
57	1160,1159,958,745,1426,793,1252,811,896,703
65	793,745,1142,958,1021,1154,1315,903,587,221
76	1286,1512,1643,1449,1174,488,1062,1099,965,1070
78	1315,791,884,1038,854,592,341,793,1172,969
81	1643,1368,793,1113,1245,1631,865,896,1131,361
85	1643,1463,1512,1449,1380,1368,1553,488,511,603
86	1159,767,1615,1163,1160,16,565,1282,853,630
91	1159,634,745,115,1084,246,464,1463,1169,1019
93	1184,1159,832,1218,1282,634,1199,1291,1084,115
94	1449,1643,1159,1368,1126,361,884,1463,1252,1380
96	767,1159,817,965,1174,1053,500,1282,1140,1313
101	500,1192,502,621,1036,867,697,1143,958,1438
103	1368,904,557,543,793,913,1240,1404,113,919
108	853,1159,899,1195,1084,1205,639,1240,854,537
111	854,899,853,884,965,532,1099,1193,753,1286
115	1077,390,865,1071,896,1006,1266,1219,695,915
120	6,57,1512,1021,854,913,962,1368,753,592
122	998,1260,1512,1368,543,1024,1176,1380,1131,1062
126	634,791,1142,916,1315,587,1303,1192,863,1446
128	1160,1252,1159,793,884,745,958,592,1150,1449
132	1368,1643,792,644,961,1126,488,37,1103,23
133	791,960,1397,848,1643,1463,634,922,1553,1303
137	791,1245,916,1268,634,1142,865,353,345,1240
139	1368,1401,320,361,1160,913,835,884,262,1170
140	884,1160,835,361,1368,1252,1150,601,1286,533
142	1368,1643,361,1463,854,1449,1512,1553,1286,488
146	960,1434,791,1631,865,1152,1113,1131,1268,1456
148	1401,1093,361,1003,908,1245,916,256,1368,884
152	1192,1426,960,958,1153,394,793,341,34,966
155	1514,537,975,1159,1126,865,835,1266,1160,601
157	960,516,1463,1643,352,1266,114,611,525,1194
159	1426,1159,1220,1163,745,1164,1019,1514,958,869
164	1166,6,1286,899,1169,308,854,903,853,1193
168	1426,1163,1160,894,1150,1159,1220,986,828,862
169	1286,344,697,698,1288,1278,867,1058,1093,1166
177	1142,1266,1019,745,1084,1159,1449,915,1643,1143
178	634,1643,1218,394,1463,922,246,296,966,1153
182	1199,836,1598,1428,965,853,1280,1295,954,854
183	1426,883,854,308,960,1120,899,1069,997,1038
185	854,884,1368,904,913,543,557,1169,6,361
190	1019,745,1143,865,1164,960,1142,1298,1607,1192
192	1643,502,500,362,1418,1143,652,922,697,337
193	1426,1313,605,1192,1063,965,936,1242,862,1598
205	1154,1054,1142,965,745,865,1503,634,903,1286
206	1426,960,1425,1205,1164,1220,987,1298,1019,818
209	1159,1184,1282,1473,1218,775,832,668,1313,767
210	1449,1159,592,745,884,1160,1643,557,1368,854
211	987,960,1120,1426,909,997,1069,883,899,1298
212	998,1512,6,1024,1209,1131,1418,1260,1192,1185
218	865,361,1631,1368,1643,1585,1131,835,1456,206
222	745,1426,958,896,865,1159,867,915,1643,1449
223	1426,791,960,1164,733,1220,1446,1169,745,1142
224	1426,862,966,960,1192,34,1446,341,394,1153
225	865,1245,1143,1019,1643,1084,1266,390,160,1268
230	1160,884,793,1315,557,1262,958,904,1038,1167
232	1368,884,854,361,1401,543,835,1380,1643,913
233	854,884,1368,1262,1286,1101,904,6,727,1147
235	1643,1449,1368,1380,592,1463,1172,1344,361,1126
236	1286,1512,1192,1313,1176,965,6,1198,1262,863
243	1426,1192,1449,1643,862,1203,1194,605,1367,1463
246	1368,361,884,854,1245,835,865,916,1067,1240
250	1512,854,57,1463,1121,6,960,1368,1176,1643
251	745,1142,793,958,865,1367,592,915,1021,1449
253	854,884,1169,634,727,1313,1463,1218,251,836
255	1297,388,373,352,1143,502,397,1001,390,1229
259	960,1172,1205,592,1404,6,1426,753,1558,57
271	1512,1463,1643,1449,1176,1380,884,1368,361,483
274	1512,1286,854,1062,1463,6,1268,745,1169,1176
280	1288,1159,914,817,320,853,962,464,1195,644
283	296,1463,1169,1643,960,1143,1631,970,1483,1268
285	854,1169,853,1268,791,916,308,899,1069,884
291	1643,1449,1159,745,1463,1368,1169,1021,915,1589
292	1643,1463,1449,296,1380,1451,497,56,429,1651
295	1368,1643,1131,320,1512,1463,913,361,1623,1166
296	1449,1463,1643,1512,1192,1313,1473,745,966,601
297	1252,1160,113,1449,1159,1368,557,592,221,1097
300	1178,1291,1001,1185,1451,816,836,1140,962,1314
305	884,1252,361,835,1160,601,1126,1449,1368,533
306	899,1126,987,618,537,909,1150,902,1062,601
308	1643,1449,1368,1245,1169,1463,1084,361,853,42
319	6,1166,960,1152,1426,1664,865,1167,904,1164
321	1512,1643,1131,1368,344,1463,1553,1623,1024,867
322	1426,605,621,1021,1512,960,733,1129,1063,592
325	1643,1368,1126,998,361,1380,1066,1114,718,906
328	1426,1260,1192,867,1159,1463,1153,1194,1643,1512
329	1286,1203,697,1266,867,1192,656,1194,1463,1449
330	1643,745,634,1463,246,1169,1449,1166,1245,1007
332	1268,1143,1463,1643,1169,296,1166,1298,1459,502
333	1001,1291,775,1314,1112,1185,464,1451,1426,35
336	853,1240,1368,532,1404,854,913,75,904,884
339	1368,361,1643,884,1449,865,835,854,1463,1126
340	1426,862,960,1153,34,1260,958,791,1192,966
346	867,906,1058,320,1260,1131,1166,698,344,914
348	1166,1245,774,1631,320,700,865,867,698,1483
350	1426,464,114,592,189,960,618,733,1159,169
353	1426,621,1163,818,1094,1159,390,1129,1019,716
355	853,1240,884,854,1160,532,1159,1169,1404,745
359	854,884,543,1368,904,557,838,853,320,727
360	1368,1286,1512,1643,361,913,1131,1062,1449,344
362	775,1288,1058,1185,1094,695,397,1001,1066,27
363	1159,1084,1019,1495,464,114,1514,189,390,695
367	854,1169,853,1368,532,1459,1268,836,1240,253
368	1240,853,1160,884,1514,1404,899,865,854,1159
372	1154,1054,1475,1174,965,745,500,1159,1503,1438
375	1084,634,1019,1159,836,1266,937,1041,954,787
377	1159,1019,1084,115,1142,745,853,189,1495,634
384	1512,1368,1434,308,1286,854,1166,1131,1268,6
385	1643,1449,1126,1266,856,1499,1536,1174,851,1524
386	1288,1286,644,574,1099,965,344,914,555,1195
388	634,767,697,1159,867,1218,1245,1041,500,309
392	960,998,1643,1512,793,1113,1131,1463,361,1553
402	884,793,1463,745,1643,361,1142,1167,1153,958
406	1428,1205,853,1159,854,1451,1199,592,646,1015
409	960,1643,1463,1172,865,947,361,1558,848,1126
412	1159,1084,500,1041,502,954,836,1143,634,1449
416	1643,1159,1463,1449,867,745,1064,1313,1642,22
417	1643,296,960,394,1463,1631,793,703,1589,1131
429	361,1643,1463,1368,1169,296,1631,1449,1585,1456
431	1166,854,904,1169,6,557,727,884,853,308
432	960,1192,1512,1643,1131,1553,867,1463,1607,1117
435	1245,865,361,1631,1240,1643,1169,296,253,980
436	1245,1084,865,634,691,1268,1169,980,1159,853
440	1426,1451,1291,1199,1428,1560,862,548,1163,1185
442	1643,865,1143,1077,1019,1245,1631,896,390,695
444	1313,1159,601,1150,1260,644,1093,884,854,251
451	309,774,853,1483,1001,816,1540,1294,914,1273
458	1159,1449,915,1266,1643,856,1160,745,1514,601
460	1286,1099,965,1174,1154,1193,899,537,1021,1195
463	1160,1252,1150,1159,958,793,1260,811,745,1426
470	745,1142,592,958,1021,903,1426,793,1169,1449
471	1426,862,1192,1260,960,958,1153,621,775,793
472	1245,1643,1368,1631,361,1131,246,1007,262,320
473	1159,1426,745,958,1019,915,1311,896,1514,1163
474	1643,1159,1449,1463,1380,256,169,1114,408,1642
476	1159,1449,1451,1426,1063,745,1015,1199,1129,915
479	1113,793,998,960,1643,1631,1131,1368,361,811
481	361,1159,1169,980,1463,114,169,1093,256,464
491	1052,695,865,1631,1085,1113,975,1456,896,1245
493	793,1113,1643,1631,958,703,896,811,1589,1245
496	1368,320,1160,913,798,1401,1045,1643,800,361
497	1159,1160,1245,1643,1589,1449,915,246,896,1007
500	1368,361,1401,320,1643,1245,344,1631,1268,1286
501	634,836,1169,1142,1084,745,853,429,1463,1428
512	500,767,697,1418,1174,1053,573,502,1154,1159
513	867,1192,697,1286,975,698,1131,691,1203,964
516	1159,1184,1615,853,1084,767,954,1428,644,580
519	922,1463,1512,605,1203,836,488,634,1192,1643
530	965,745,1598,903,1503,1426,733,1108,1142,1099
539	1512,6,998,1167,960,1131,1368,1121,1664,793
540	344,1286,1512,593,1368,644,1463,1643,1268,488
545	1169,1093,634,296,1245,1218,256,1007,1463,791
548	1001,1314,1093,1401,1084,1218,309,1185,464,1169
556	1426,621,57,1449,958,716,1643,962,6,592
559	960,1426,1120,1164,1192,791,733,1069,987,848
570	1159,1160,1184,644,537,1628,601,838,914,1150
572	1288,914,975,1159,1150,146,1273,1628,537,1286
577	1159,745,1160,867,958,1426,1153,697,1463,246
578	854,908,308,1069,997,1093,883,1176,1314,916
580	767,1368,913,962,1170,320,1128,700,1140,1160
581	1368,1643,792,361,1077,1103,865,1456,149,81
582	1368,884,361,854,1286,1643,262,1401,835,644
587	853,532,854,899,75,639,1404,1240,965,1195
588	634,1159,580,767,853,950,836,965,854,1218
593	998,1260,1380,1512,960,557,1153,1131,320,296
596	1426,909,1120,745,997,980,975,1220,299,987
597	634,394,1218,854,791,916,680,341,884,74
599	1166,1483,980,774,1160,34,745,1540,1245,1159
601	1001,1066,1451,1428,175,1380,1205,114,464,695
602	1240,1160,1205,1404,904,884,853,557,592,854
603	1401,800,1368,816,532,74,1093,908,854,344
604	854,532,767,1401,800,74,853,624,836,1368
606	1368,1643,1169,296,1463,361,1131,1631,1664,913
613	960,1426,902,811,1585,464,1052,408,896,1311
618	1463,1069,745,1169,634,1108,863,1313,733,1142
620	1426,745,394,1169,624,75,703,1220,1664,1483
623	1260,1426,862,1192,1313,775,966,548,1153,1066
625	1159,1160,853,1084,580,980,1240,884,1184,767
626	899,854,1205,57,753,1008,1099,6,1404,962
631	767,1159,1218,1313,1174,1282,1053,1473,1449,580
633	1446,1041,1192,634,34,502,836,1463,733,1117
634	1286,1268,344,698,1166,968,1478,346,697,953
636	394,1540,1483,624,962,426,1459,774,1164,1181
642	1160,1159,894,1015,115,986,1252,703,958,1150
646	791,1315,854,1142,884,745,308,341,1169,903
647	634,1142,791,745,1245,1463,793,587,1643,279
654	115,256,1153,1218,51,1114,263,1159,1160,1093
660	361,1093,464,256,114,1114,1380,169,589,1463
663	634,1084,1169,1159,1463,1143,745,1019,1041,836
665	854,853,884,532,1169,1240,1404,1205,727,592
667	1426,960,592,958,1120,1311,793,1252,902,995
671	1166,1268,1169,309,1180,634,1483,691,1446,808
673	1159,361,914,114,975,537,1126,1585,272,1150
674	1426,958,745,1220,1159,703,793,1163,621,592
676	1093,1015,1066,1380,727,1218,256,1314,1173,1116
